Oct 28 14:52:32.687 VTTY: Console port: waiting connection on tcp port 5011 for protocol IPv4 (FD 8)
Oct 28 14:52:32.721 slot0: C/H/S settings = 16/4/32
Oct 28 14:52:32.722 slot1: C/H/S settings = 0/4/32
Oct 28 14:52:32.970 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60a7fc00,JIT on)
Oct 28 14:52:32.970 CPU0: CPU_STATE: Starting CPU (old state=2)...
Oct 28 14:52:33.106 ROM: Microcode has started.
Oct 28 14:52:33.108 ROM: trying to read bootvar 'WARM_REBOOT'
Oct 28 14:52:33.109 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a76f68 (size=1)
Oct 28 14:52:33.109 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a76f7c (size=1)
Oct 28 14:52:33.150 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6023fca4 (size=2)
Oct 28 14:52:33.150 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x602475a0 (size=2)
Oct 28 14:52:33.150 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x602475b0 (size=2)
Oct 28 14:52:33.150 ROM: unhandled syscall 0x00000047 at pc=0x60a786fc (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Oct 28 14:52:33.448 ROM: trying to read bootvar 'RANDOM_NUM'
Oct 28 14:52:33.466 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60254a54 (size=2)
Oct 28 14:52:33.469 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x602478b4 (size=2)
Oct 28 14:52:34.977 ROM: unhandled syscall 0x0000003e at pc=0x60a786fc (a1=0x80007da4,a2=0x00002580,a3=0x64250000)
Oct 28 14:52:34.978 ROM: unhandled syscall 0x00000047 at pc=0x60a786fc (a1=0x80007dac,a2=0x00000000,a3=0x64250000)
Oct 28 14:52:35.331 ROM: trying to read bootvar 'BOOT'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'CONFIG_FILE'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'BOOTLDR'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'RSHELF'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'DSHELF'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'DSHELFINFO'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'RESET_COUNTER'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'CHRG_LOCRECSN'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'CHRG_ID'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'SLOTCACHE'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'OVERTEMP'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'DIAG'
Oct 28 14:52:35.331 ROM: trying to read bootvar 'WARM_REBOOT'
Oct 28 14:52:35.405 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x607e5fe8 (size=2)
Oct 28 14:52:35.405 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x607e5be4 (size=1)
Oct 28 14:52:35.405 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c28 (size=1)
Oct 28 14:52:35.405 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c34, value=0x00000020 (size=1)
Oct 28 14:52:35.405 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c38 (size=1)
Oct 28 14:52:35.405 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c40, value=0x00000000 (size=1)
Oct 28 14:52:35.405 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c4c (size=1)
Oct 28 14:52:35.405 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c58, value=0x00000040 (size=1)
Oct 28 14:52:35.405 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x607e5c6c (size=1)
Oct 28 14:52:35.405 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x607e5c78, value=0x00000000 (size=1)
Oct 28 14:52:35.405 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x607e5c84 (size=1)
Oct 28 14:52:35.405 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x607e5c94, value=0x00000080 (size=1)
Oct 28 14:52:35.405 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a34 (size=1)
Oct 28 14:52:35.405 CPU0: MTS: write access to undefined address 0x3c000002 at pc=0x607e7a40, value=0x00000080 (size=1)
Oct 28 14:52:35.405 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a44 (size=1)
Oct 28 14:52:35.449 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 28 14:52:35.492 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 28 14:52:35.529 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 28 14:52:35.566 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 28 14:52:35.603 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 28 14:52:35.639 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 28 14:52:35.639 CPU0: MTS: write access to undefined address 0x3c080007 at pc=0x607e5d80, value=0x00000002 (size=1)
Oct 28 14:52:35.639 CPU0: MTS: write access to undefined address 0x3c080008 at pc=0x607e5d88, value=0x00000002 (size=1)
Oct 28 14:52:35.639 CPU0: MTS: write access to undefined address 0x3c080009 at pc=0x607e5d90, value=0x00000002 (size=1)
Oct 28 14:52:35.639 CPU0: MTS: write access to undefined address 0x3c08000a at pc=0x607e5d94, value=0x00000002 (size=1)
Oct 28 14:52:35.639 CPU0: MTS: write access to undefined address 0x3c08000b at pc=0x607e5d98, value=0x00000002 (size=1)
Oct 28 14:52:35.639 CPU0: MTS: write access to undefined address 0x3c08000c at pc=0x607e5d9c, value=0x00000002 (size=1)
Oct 28 14:52:35.639 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x607e6c20 (size=1)
Oct 28 14:52:35.696 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60254b00 (size=2)
Oct 28 14:52:35.696 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x1000, pc=0x60254b08 (size=2)
Oct 28 14:52:35.764 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.764 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.764 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.764 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.764 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.764 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.764 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.764 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.796 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x00
Oct 28 14:52:35.796 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x00
Oct 28 14:52:35.796 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x40
Oct 28 14:52:35.796 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x40
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x04
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x04
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x0c
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x0c
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x18
Oct 28 14:52:35.796 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x18
Oct 28 14:52:35.796 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x1c
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x1c
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x20
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x20
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x24
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x24
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x30
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x30
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x40
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x40
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x64
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x64
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x68
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x68
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x04
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x04
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0xf0
Oct 28 14:52:35.796 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0xf0
Oct 28 14:52:35.901 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60257988: bus=1,device=0,function=0,reg=0x00
Oct 28 14:52:35.901 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x6025798c: bus=1,device=0,function=0,reg=0x00
Oct 28 14:52:35.902 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605acbac (size=2)
Oct 28 14:52:35.902 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x1000, pc=0x605acbcc (size=2)
Oct 28 14:52:35.902 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605acbe0 (size=2)
Oct 28 14:52:35.902 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x1, pc=0x605acbe8 (size=2)
Oct 28 14:52:35.902 CPU0: IO_FPGA: read from unknown addr 0x18, pc=0x605acc14 (size=2)
Oct 28 14:52:35.902 CPU0: IO_FPGA: write to unknown addr 0x18, value=0x0, pc=0x605acc1c (size=2)
Oct 28 14:52:35.902 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605acc34 (size=2)
Oct 28 14:52:35.902 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x605acc40 (size=2)
Oct 28 14:52:35.927 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x605acc58 (size=2)
Oct 28 14:52:35.927 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x605acc64 (size=2)
Oct 28 14:52:35.927 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x00
Oct 28 14:52:35.927 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x00
Oct 28 14:52:35.927 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x40
Oct 28 14:52:35.927 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x40
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x04
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x04
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x0c
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x0c
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x18
Oct 28 14:52:35.927 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x18
Oct 28 14:52:35.927 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x1c
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x1c
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x20
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x20
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x24
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x24
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x30
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x30
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x3c
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x40
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x40
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x64
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x64
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x68
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x68
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x04
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x04
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0xf0
Oct 28 14:52:35.927 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0xf0
Oct 28 14:52:35.987 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60257988: bus=1,device=0,function=0,reg=0x00
Oct 28 14:52:35.987 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x6025798c: bus=1,device=0,function=0,reg=0x00
Oct 28 14:52:35.987 CPU0: PCI: write request (data=0x4d000000) for device 'NM-16ESW(1)' at pc=0x60257854: bus=1,device=0,function=0,reg=0x10
Oct 28 14:52:35.987 NM-16ESW(1): BCM5600 registers are mapped at 0x4d000000
Oct 28 14:52:35.987 CPU0: PCI: write request (data=0x4d000000) for device 'NM-16ESW(1)' at pc=0x60257860: bus=1,device=0,function=0,reg=0x10
Oct 28 14:52:35.987 NM-16ESW(1): BCM5600 registers are mapped at 0x4d000000
Oct 28 14:52:35.987 CPU0: PCI: write request (data=0x00000046) for device 'NM-16ESW(1)' at pc=0x60257854: bus=1,device=0,function=0,reg=0x04
Oct 28 14:52:35.987 CPU0: PCI: write request (data=0x00000046) for device 'NM-16ESW(1)' at pc=0x60257860: bus=1,device=0,function=0,reg=0x04
Oct 28 14:52:35.987 CPU0: PCI: write request (data=0x00004000) for device 'NM-16ESW(1)' at pc=0x60257854: bus=1,device=0,function=0,reg=0x0c
Oct 28 14:52:35.987 CPU0: PCI: write request (data=0x00004000) for device 'NM-16ESW(1)' at pc=0x60257860: bus=1,device=0,function=0,reg=0x0c
Oct 28 14:52:35.987 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60257988: bus=1,device=0,function=0,reg=0x40
Oct 28 14:52:35.987 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x6025798c: bus=1,device=0,function=0,reg=0x40
Oct 28 14:52:35.987 CPU0: PCI: write request (data=0x00000000) for device 'NM-16ESW(1)' at pc=0x60257854: bus=1,device=0,function=0,reg=0x40
Oct 28 14:52:35.987 CPU0: PCI: write request (data=0x00000000) for device 'NM-16ESW(1)' at pc=0x60257860: bus=1,device=0,function=0,reg=0x40
Oct 28 14:52:35.987 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x60257988: bus=1,device=0,function=0,reg=0x08
Oct 28 14:52:35.987 CPU0: PCI: read request for device 'NM-16ESW(1)' at pc=0x6025798c: bus=1,device=0,function=0,reg=0x08
Oct 28 14:52:35.992 NM-16ESW(1): unknown opcode 0x00000016 (cmd=0x58614000)
Oct 28 14:52:36.033 CPU0: JIT: partial JIT flush (count=759)
Oct 28 14:52:36.071 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x60248aa0 (size=2)
Oct 28 14:52:36.071 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x60248aa8 (size=2)
Oct 28 14:52:36.071 CPU0: IO_FPGA: read from unknown addr 0x2e, pc=0x60248ac8 (size=2)
Oct 28 14:52:36.071 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x40, pc=0x60248ad8 (size=2)
Oct 28 14:52:36.279 CPU0: JIT: flushing data structures (compiled pages=923)
Oct 28 14:52:36.463 CPU0: JIT: partial JIT flush (count=832)
Oct 28 14:52:36.750 ROM: trying to read bootvar 'PMDEBUG'
Oct 28 14:52:36.754 ROM: trying to read bootvar 'MONDEBUG'
Oct 28 14:52:36.785 CPU0: JIT: flushing data structures (compiled pages=955)
Oct 28 14:52:37.021 ROM: unhandled syscall 0x0000001a at pc=0x60a786fc (a1=0x65067d24,a2=0x00000001,a3=0x00000023)
Oct 28 14:52:37.021 ROM: unhandled syscall 0x00000009 at pc=0x60a786fc (a1=0x65067d24,a2=0x00000001,a3=0x00000023)
Oct 28 14:52:37.073 CPU0: JIT: partial JIT flush (count=813)
Oct 28 14:52:37.302 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x607e5fa8 (size=2)
Oct 28 14:52:37.302 CPU0: IO_FPGA: write to unknown addr 0x16, value=0x1, pc=0x607e5fb0 (size=2)
Oct 28 14:52:37.314 ROM: trying to read bootvar 'ROM_PERSISTENT_UTC'
Oct 28 14:52:37.316 CPU0: JIT: flushing data structures (compiled pages=975)
Oct 28 14:52:37.546 ROM: trying to set bootvar 'BSI=0'
Oct 28 14:52:37.547 ROM: trying to read bootvar 'RET_2_RCALTS'
Oct 28 14:52:37.547 ROM: trying to set bootvar 'RET_2_RCALTS='
Oct 28 14:52:37.556 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:37.566 ROM: trying to read bootvar 'RANDOM_NUM'
Oct 28 14:52:38.156 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:38.734 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:39.026 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:39.735 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:40.394 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:41.151 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:41.841 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:42.340 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:42.977 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:43.596 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:44.249 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:44.744 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:45.394 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:46.105 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:46.747 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:47.386 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:48.068 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:48.719 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:49.353 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:49.946 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:50.485 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:51.078 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:51.672 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:52.348 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:52.812 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:53.372 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:53.900 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:54.505 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:54.986 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:55.573 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:56.159 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:56.795 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:57.275 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:57.829 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Oct 28 14:52:58.390 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
